Date,High,Close,Low,Open
2012-02-07,3274.287,3263.076,3254.707,3267.128
2012-02-08,3265.351,3256.152,3252.54,3259.11
2012-02-09,3288.977,3278.28,3264.486,3263.284
2012-02-10,3277.797,3256.372,3250.068,3275.377
2012-02-13,3261.523,3239.591,3229.842,3240.147
2012-02-14,3259.885,3254.735,3242.312,3240.02
2012-02-15,3273.144,3243.181,3233.04,3253.983
2012-02-16,3266.41,3264.605,3237.605,3235.53
2012-02-17,3262.38,3255.819,3234.615,3245.998
2012-02-20,3259.956,3256.899,3242.805,3242.023
2012-02-21,3273.861,3267.088,3244.344,3258.893
2012-02-22,3284.254,3275.101,3267.587,3269.312
2012-02-23,3365.709,3364.174,3257.321,3255.827
2012-02-24,3398.671,3353.323,3302.125,3356.01
2012-02-27,3371.717,3364.917,3346.454,3346.194
2012-02-28,3376.232,3366.578,3340.234,3365.754
2012-02-29,3421.141,3419.245,3364.442,3373.295
2012-03-01,3466.622,3445.189,3414.844,3438.376
2012-03-02,3439.866,3403.331,3390.636,3440.099
2012-03-05,3408.131,3380.817,3366.044,3406.518
2012-03-06,3396.734,3376.047,3351.626,3366.76
2012-03-07,3370.157,3357.288,3342.721,3359.096
2012-03-08,3439.099,3439.582,3372.262,3372.828
2012-03-09,3485.388,3476.059,3433.154,3441.796
2012-03-12,3543.548,3532.422,3489.873,3489.814
2012-03-13,3542.557,3508.558,3508.534,3541.994
2012-03-14,3555.274,3549.521,3505.974,3509.854
2012-03-15,3613.639,3600.006,3536.543,3552.416
2012-03-16,3699.189,3665.129,3626.714,3628.44
2012-03-19,3723.129,3720.009,3650.579,3653.228
2012-03-21,3800.032,3785.701,3749.673,3747.669
2012-03-22,3798.346,3747.822,3727.024,3787.88
2012-03-23,3789.274,3773.479,3735.731,3750.459
2012-03-26,3805.939,3748.252,3749.751,3781.06
2012-03-27,3784.438,3759.813,3730.317,3774.231
2012-03-28,3774.101,3774.114,3716.872,3751.917
2012-03-29,3791.671,3781.346,3767.177,3773.103
2012-03-30,3798.813,3774.241,3765.958,3791.561
2012-04-02,3786.328,3755.629,3743.326,3780.84
2012-04-03,3791.408,3790.31,3746.312,3749.477
2012-04-04,3878.712,3879.62,3782.481,3795.282
2012-04-05,3993.193,3979.805,3909.28,3909.308
2012-04-06,4047.863,4010.861,3970.252,3979.775
2012-04-10,4013.765,3924.337,3900.9,4010.994
2012-04-11,3941.204,3927.343,3894.317,3922.695
2012-04-12,4006.857,4005.983,3950.401,3949.897
2012-04-13,4030.172,4030.045,3992.315,4017.097
2012-04-16,4028.33,3999.449,3979.321,4028.994
2012-04-17,4024.014,3980.205,3980.206,4015.044
2012-04-18,3988.731,3983.42,3952.666,3988.205
2012-04-19,3999.101,3945.201,3943.133,3990.974
2012-04-20,4084.946,4070.139,3977.745,3979.043
2012-04-23,4066.512,3959.912,3963.328,4068.961
2012-04-24,4008.245,3979.833,3962.217,3994.232
2012-04-25,4049.245,4048.835,3991.518,3992.529
2012-04-26,4102.975,4086.566,4053.519,4083.298
2012-04-27,4105.574,4094.801,4055.543,4079.637
2012-04-30,4138.999,4103.385,4078.976,4086.334
2012-05-02,4107.19,4053.064,4029.627,4094.871
2012-05-03,4086.946,4063.071,4028.905,4040.397
2012-05-04,4069.147,4034.908,4017.239,4067.143
2012-05-07,4067.317,4002.351,4001.489,4035.722
2012-05-08,4037.541,4009.09,4002.501,4014.593
2012-05-09,4060.405,4061.736,4008.365,4012.619
2012-05-10,4108.304,4074.836,4040.309,4070.805
2012-05-11,4114.715,4103.411,4060.075,4070.052
2012-05-14,4135.499,4119.901,4066.401,4121.043
2012-05-15,4174.176,4157.122,4102.619,4127.691
2012-05-16,4283.439,4222.47,4135.688,4169.833
2012-05-17,4239.682,4178.615,4176.044,4224.11
2012-05-18,4239.361,4203.751,4184.535,4215.331
2012-05-21,4222.617,4197.34,4172.737,4215.507
2012-05-22,4211.216,4180.955,4138.019,4213.902
2012-05-23,4213.815,4198.04,4168.457,4168.407
2012-05-24,4209.038,4153.055,4146.176,4203.667
2012-05-25,4178.281,4110.936,4104.874,4169.515
2012-05-28,4113.843,4041.695,4025.381,4113.84
2012-05-29,4142.406,4137.519,4052.236,4054.084
2012-05-30,4174.452,4141.948,4118.663,4158.778
2012-05-31,4142.862,4123.253,4107.11,4133.489
2012-06-01,4136.221,4121.459,4111.598,4125.339
2012-06-04,4126.009,4125.945,4081.173,4087.286
2012-06-05,4153.784,4141.576,4111.791,4118.124
2012-06-06,4146.826,4143.09,4116.111,4137.601
2012-06-07,4162.808,4149.664,4117.221,4151.853
2012-06-08,4158.403,4127.94,4116.233,4149.446
2012-06-11,4141.19,4132.533,4115.055,4131.585
2012-06-12,4131.309,4083.464,4069.483,4122.576
2012-06-13,4099.882,4101.092,4065.053,4084.754
2012-06-14,4110.016,4107.095,4087.948,4099.282
2012-06-15,4114.814,4109.125,4077.359,4107.697
2012-06-18,4114.547,4090.869,4081.929,4109.904
2012-06-19,4121.364,4107.558,4086.03,4089.694
2012-06-20,4130.924,4124.435,4096.388,4119.432
2012-06-21,4145.285,4131.285,4094.007,4137.344
2012-06-22,4159.499,4116.391,4114.961,4143.549
2012-06-25,4118.037,4099.368,4093.786,4109.365
2012-06-26,4101.574,4097.08,4088.668,4098.128
2012-06-27,4101.303,4062.484,4041.962,4083.611
2012-06-28,4070.343,4068.793,4031.219,4056.938
2012-06-29,4076.131,4061.056,4044.227,4069.139
2012-07-02,4080.518,4044.832,4044.306,4065.862
2012-07-03,4083.741,4055.889,4013.749,4016.255
2012-07-04,4071.837,4039.225,4012.581,4046.063
2012-07-05,4076.942,4071.133,4035.255,4041.431
2012-07-06,4080.728,4059.159,4039.986,4070.449
2012-07-09,4112.479,4072.104,4062.463,4084.627
2012-07-10,4130.321,4131.598,4099.655,4107.034
2012-07-11,4171.341,4170.922,4112.686,4131.005
2012-07-12,4180.199,4151.45,4143.635,4160.1
2012-07-13,4170.077,4165.631,4125.32,4125.077
2012-07-16,4185.052,4150.059,4139.421,4139.001
2012-07-17,4149.461,4146.848,4117.51,4151.402
2012-07-18,4215.718,4208.859,4145.462,4145.648
2012-07-19,4234.189,4216.884,4186.472,4211.536
2012-07-20,4231.816,4216.74,4194.528,4216.563
2012-07-23,4318.769,4302.241,4243.772,4244.323
2012-07-24,4329.908,4292.279,4268.612,4277.097
2012-07-26,4377.742,4379.857,4294.641,4293.886
2012-07-27,4437.442,4436.44,4371.73,4381.75
