Date,High,Close,Low,Open
2012-02-07,2895.477,2876.625,2868.562,2890.93
2012-02-08,2885.42,2876.612,2867.258,2876.929
2012-02-09,2880.379,2873.376,2865.189,2875.738
2012-02-10,2879.065,2866.024,2862.025,2874.088
2012-02-13,2861.484,2856.949,2850.863,2863.035
2012-02-14,2849.926,2843.473,2837.148,2850.305
2012-02-15,2856.517,2854.485,2831.824,2843.66
2012-02-16,2876.606,2872.939,2852.722,2853.722
2012-02-17,2875.123,2873.74,2853.394,2854.886
2012-02-20,2873.709,2868.801,2862.172,2871.193
2012-02-21,2873.311,2873.391,2857.29,2873.842
2012-02-22,2876.553,2877.16,2862.579,2871.466
2012-02-23,2876.715,2875.086,2857.098,2878.472
2012-02-24,2890.105,2888.311,2867.115,2882.911
2012-02-27,2898.689,2897.751,2873.138,2880.266
2012-02-28,2898.244,2885.408,2882.857,2896.573
2012-02-29,2894.13,2887.475,2883.091,2891.081
2012-03-01,2906.611,2906.598,2880.958,2896.202
2012-03-02,2912.519,2889.05,2890.173,2909.127
2012-03-05,2899.119,2878.128,2874.752,2898.343
2012-03-06,2884.281,2865.594,2863.434,2884.781
2012-03-07,2873.506,2873.852,2864.053,2874.825
2012-03-08,2886.672,2887.324,2859.465,2868.64
2012-03-09,2891.943,2881.49,2873.169,2891.106
2012-03-12,2881.012,2876.91,2871.145,2881.872
2012-03-13,2876.844,2867.217,2861.254,2875.543
2012-03-14,2865.2,2860.984,2857.172,2863.767
2012-03-15,2862.174,2857.382,2849.801,2860.622
2012-03-16,2867.902,2864.613,2846.066,2863.728
2012-03-19,2876.638,2853.703,2851.097,2875.987
2012-03-21,2859.317,2859.193,2844.301,2853.786
2012-03-22,2871.359,2868.386,2842.365,2861.754
2012-03-23,2884.333,2879.498,2850.929,2862.031
2012-03-26,2909.709,2908.35,2864.763,2879.087
2012-03-27,2915.495,2888.429,2880.522,2913.597
2012-03-28,2896.155,2896.425,2869.98,2873.127
2012-03-29,2909.949,2906.764,2892.813,2903.417
2012-03-30,2916.686,2913.119,2902.952,2902.746
2012-04-02,2933.135,2929.212,2914.005,2922.681
2012-04-03,2947.779,2947.037,2927.175,2926.675
2012-04-04,2971.056,2963.42,2945.613,2943.897
2012-04-05,3006.627,2994.716,2965.024,2964.038
2012-04-06,3034.712,3010.967,2996.893,2996.978
2012-04-10,3009.484,2994.941,2984.766,3009.131
2012-04-11,2995.537,2983.669,2982.393,2984.561
2012-04-12,3003.68,3003.669,2987.519,2988.197
2012-04-13,3010.384,2997.71,2985.289,3004.019
2012-04-16,3005.748,2996.353,2989.464,3002.643
2012-04-17,2998.632,2972.778,2968.437,2996.024
2012-04-18,2993.769,2983.517,2965.37,2979.715
2012-04-19,2994.766,2982.683,2974.332,2987.76
2012-04-20,3009.944,3004.726,2985.145,2983.042
2012-04-23,3025.789,3003.661,2997.36,3005.447
2012-04-24,3005.344,2983.175,2977.085,3004.196
2012-04-25,2994.078,2984.979,2977.606,2989.166
2012-04-26,2985.594,2988.013,2971.489,2984.597
2012-04-27,2984.878,2974.983,2966.673,2987.34
2012-04-30,2985.335,2984.913,2970.996,2972.068
2012-05-02,2979.812,2980.169,2971.098,2976.594
2012-05-03,2976.423,2977.992,2965.382,2973.825
2012-05-04,2986.753,2973.695,2965.602,2969.191
2012-05-07,2978.557,2975.512,2966.338,2970.441
2012-05-08,2996.71,2996.257,2972.481,2976.477
2012-05-09,3027.157,3017.876,2990.796,2988.898
2012-05-10,3058.708,3047.056,2992.816,3012.082
2012-05-11,3044.59,3024.168,3003.172,3044.551
2012-05-14,3037.514,3036.159,3009.6,3026.184
2012-05-15,3042.917,3035.605,3018.705,3044.997
2012-05-16,3045.859,3031.228,3024.119,3038.615
2012-05-17,3036.68,3021.972,3018.162,3036.467
2012-05-18,3026.709,3011.386,2997.774,3026.619
2012-05-21,3017.124,3001.669,2997.793,3017.935
2012-05-22,3012.137,3012.786,3003.825,3005.686
2012-05-23,3018.244,3013.244,3004.881,3009.842
2012-05-24,3009.658,2992.229,2989.59,3007.596
2012-05-25,3001.083,2972.783,2972.026,2993.016
2012-05-28,2988.903,2939.059,2933.218,2969.386
2012-05-29,2974.192,2971.579,2937.924,2939.091
2012-05-30,2974.973,2954.727,2945.266,2972.427
