Date,High,Close,Low,Open
2012-02-07,3268.549,3253.883,3242.989,3264.266
2012-02-08,3261.346,3252.131,3242.431,3255.649
2012-02-09,3252.604,3245.246,3236.266,3252.319
2012-02-10,3253.013,3240.614,3232.569,3247.97
2012-02-13,3235.539,3228.968,3221.973,3235.153
2012-02-14,3224.741,3215.604,3208.754,3222.643
2012-02-15,3226.894,3226.444,3203.599,3214.601
2012-02-16,3246.855,3244.234,3227.26,3226.781
2012-02-17,3245.865,3242.259,3224.722,3225.166
2012-02-20,3243.287,3240.037,3230.627,3242.363
2012-02-21,3246.315,3242.313,3224.394,3245.797
2012-02-22,3251.969,3247.952,3239.047,3246.476
2012-02-23,3252.831,3252.772,3230.6,3252.844
2012-02-24,3262.308,3264.428,3242.812,3257.984
2012-02-27,3272.011,3272.083,3251.222,3256.717
2012-02-28,3270.805,3258.886,3257.084,3272.457
2012-02-29,3271.296,3266.014,3259.047,3264.05
2012-03-01,3282.189,3280.276,3256.557,3272.82
2012-03-02,3286.465,3260.813,3260.745,3281.981
2012-03-05,3272.503,3251.791,3246.597,3271.494
2012-03-06,3257.646,3237.416,3236.53,3259.434
2012-03-07,3246.143,3244.585,3233.882,3243.226
2012-03-08,3253.123,3252.607,3229.97,3240.92
2012-03-09,3261.657,3250.533,3240.942,3256.314
2012-03-12,3253.577,3245.142,3237.385,3249.731
2012-03-13,3244.145,3231.819,3227.131,3243.873
2012-03-14,3231.116,3225.601,3223.258,3228.277
2012-03-15,3226.045,3220.538,3210.709,3223.64
2012-03-16,3234.538,3233.497,3211.16,3227.439
2012-03-19,3241.546,3221.735,3217.192,3241.648
2012-03-21,3227.873,3226.0,3214.112,3222.593
2012-03-22,3237.967,3234.886,3213.119,3228.264
2012-03-23,3249.608,3243.838,3215.283,3226.444
2012-03-26,3271.897,3272.788,3229.827,3244.156
2012-03-27,3280.657,3253.694,3244.233,3276.393
2012-03-28,3265.78,3265.672,3235.885,3237.62
2012-03-29,3277.801,3276.103,3256.313,3265.608
2012-03-30,3282.858,3276.976,3265.872,3269.794
2012-04-02,3296.057,3294.878,3278.835,3287.966
2012-04-03,3315.495,3314.014,3292.708,3293.22
2012-04-04,3337.273,3328.67,3314.572,3314.94
2012-04-05,3373.822,3359.399,3328.164,3327.998
2012-04-06,3399.639,3382.994,3362.298,3361.703
2012-04-10,3377.476,3363.856,3352.136,3377.332
2012-04-11,3370.65,3364.423,3352.406,3352.137
2012-04-12,3388.2,3386.532,3364.945,3363.849
2012-04-13,3391.852,3378.811,3366.608,3385.101
2012-04-16,3387.07,3378.399,3372.868,3386.376
2012-04-17,3380.828,3352.043,3346.097,3378.844
2012-04-18,3371.951,3366.517,3346.19,3362.8
2012-04-19,3373.554,3365.441,3351.902,3368.522
2012-04-20,3390.082,3380.855,3364.95,3366.04
2012-04-23,3405.318,3381.355,3375.337,3384.208
2012-04-24,3384.658,3361.122,3355.804,3384.66
2012-04-25,3371.978,3360.282,3351.678,3367.189
2012-04-26,3363.091,3362.363,3344.556,3362.728
2012-04-27,3360.714,3353.4,3342.32,3362.169
2012-04-30,3364.603,3363.509,3346.731,3346.233
2012-05-02,3356.954,3358.345,3344.607,3355.239
2012-05-03,3358.414,3358.108,3340.695,3353.1
2012-05-04,3365.132,3352.488,3346.444,3349.925
2012-05-07,3360.213,3356.6,3347.861,3349.391
2012-05-08,3378.837,3377.516,3352.075,3354.522
2012-05-09,3406.224,3395.724,3372.933,3369.806
2012-05-10,3431.814,3425.625,3373.973,3392.818
2012-05-11,3423.593,3403.955,3383.962,3423.359
2012-05-14,3409.978,3410.099,3388.632,3402.646
2012-05-15,3418.801,3403.706,3390.357,3417.472
2012-05-16,3418.458,3399.93,3393.755,3408.25
2012-05-17,3405.295,3388.288,3387.748,3404.416
2012-05-18,3395.677,3382.377,3368.886,3395.558
2012-05-21,3388.269,3374.598,3368.454,3386.498
2012-05-22,3383.724,3382.915,3375.053,3379.231
2012-05-23,3391.895,3387.739,3378.036,3381.952
2012-05-24,3385.893,3362.614,3365.163,3380.863
2012-05-25,3370.02,3344.34,3342.89,3365.524
2012-05-28,3361.018,3306.121,3302.906,3341.687
2012-05-29,3346.82,3346.285,3306.4,3307.155
2012-05-30,3350.63,3330.682,3319.567,3347.871
2012-05-31,3338.725,3329.46,3310.847,3332.697
2012-06-01,3333.172,3333.405,3316.728,3324.091
2012-06-04,3345.216,3335.971,3321.565,3333.279
2012-06-05,3342.776,3341.406,3334.01,3333.755
2012-06-06,3343.839,3326.204,3327.976,3341.25
2012-06-07,3344.796,3344.542,3325.492,3331.298
2012-06-08,3367.413,3360.978,3341.466,3356.753
2012-06-11,3363.532,3342.949,3328.931,3363.929
2012-06-12,3346.083,3319.332,3308.311,3345.548
2012-06-13,3321.465,3322.282,3307.24,3315.332
2012-06-14,3338.405,3335.533,3324.05,3324.322
2012-06-15,3348.251,3336.5,3325.302,3328.467
2012-06-18,3341.441,3331.615,3320.918,3340.75
2012-06-19,3341.481,3343.102,3319.005,3328.69
2012-06-20,3368.662,3346.002,3326.982,3342.062
2012-06-21,3348.468,3320.571,3316.383,3347.29
2012-06-22,3329.589,3327.727,3315.919,3326.821
2012-06-25,3342.912,3325.955,3321.79,3338.505
2012-06-26,3326.376,3320.275,3306.553,3327.23
2012-06-27,3326.346,3303.044,3295.25,3322.495
2012-06-28,3307.863,3305.086,3284.307,3306.77
2012-06-29,3328.182,3320.491,3302.975,3303.179
2012-07-02,3330.55,3318.445,3309.871,3318.73
2012-07-03,3326.751,3326.418,3315.455,3315.243
2012-07-04,3333.234,3332.598,3318.658,3323.209
2012-07-05,3335.303,3331.112,3324.279,3330.942
2012-07-06,3339.836,3328.427,3317.048,3335.811
2012-07-09,3334.812,3322.57,3320.314,3330.775
2012-07-10,3345.102,3334.741,3314.811,3322.953
2012-07-11,3365.963,3367.986,3334.623,3346.622
2012-07-12,3363.021,3356.618,3357.531,3363.115
2012-07-13,3377.679,3374.74,3352.246,3357.796
2012-07-16,3395.28,3388.122,3370.952,3378.642
2012-07-17,3396.169,3391.91,3370.613,3394.053
2012-07-18,3400.408,3396.211,3389.081,3393.495
2012-07-19,3407.141,3407.118,3389.621,3392.185
2012-07-20,3432.794,3429.883,3406.422,3406.1
2012-07-23,3485.057,3484.641,3434.435,3434.01
2012-07-24,3505.117,3484.666,3477.714,3503.917
2012-07-26,3489.2,3462.595,3449.148,3482.76
2012-07-27,3481.349,3467.485,3461.619,3470.011
2012-07-30,3485.754,3470.116,3470.448,3471.958
2012-07-31,3471.545,3465.641,3451.643,3471.515
2012-08-01,3474.86,3467.739,3461.531,3473.117
2012-08-02,3468.901,3457.094,3445.873,3469.169
2012-08-03,3460.245,3462.477,3439.307,3455.89
2012-08-06,3472.511,3446.012,3440.311,3461.097
2012-08-07,3451.835,3444.219,3437.093,3444.785
2012-08-08,3458.577,3446.86,3443.427,3447.313
2012-08-09,3487.403,3484.825,3448.001,3449.667
2012-08-10,3481.88,3453.632,3452.979,3478.35
2012-08-14,3460.83,3455.557,3442.69,3462.316
2012-08-15,3455.062,3454.679,3438.341,3451.05
2012-08-16,3461.339,3443.13,3435.616,3448.377
2012-08-17,3446.974,3441.133,3434.317,3442.943
2012-08-21,3452.828,3442.594,3440.288,3446.157
2012-08-22,3455.478,3456.562,3439.02,3443.602
2012-08-23,3462.867,3452.339,3448.135,3455.255
2012-08-24,3453.119,3442.616,3442.096,3451.915
2012-08-27,3450.634,3436.96,3438.133,3446.76
2012-08-28,3445.026,3446.192,3435.803,3440.137
