Date,High,Close,Low,Open
2012-02-07,2563.58,2538.209,2537.138,2564.251
2012-02-08,2553.215,2550.727,2532.98,2539.342
2012-02-09,2556.358,2542.022,2541.353,2555.292
2012-02-10,2551.743,2543.616,2535.835,2543.802
2012-02-13,2542.641,2520.213,2519.174,2543.909
2012-02-14,2527.831,2511.573,2508.272,2520.415
2012-02-15,2537.979,2511.271,2510.253,2511.913
2012-02-16,2533.258,2515.532,2512.276,2510.712
2012-02-17,2533.969,2516.98,2515.228,2517.275
2012-02-20,2528.565,2513.509,2514.66,2515.734
2012-02-21,2523.566,2518.893,2506.386,2513.176
2012-02-22,2528.945,2527.104,2514.607,2514.333
2012-02-23,2564.842,2564.537,2519.698,2526.63
2012-02-24,2568.852,2558.978,2543.121,2565.393
2012-02-27,2560.771,2537.268,2533.329,2561.156
2012-02-28,2569.976,2571.289,2532.449,2535.888
2012-02-29,2664.07,2648.049,2566.022,2571.891
2012-03-01,2668.969,2638.163,2623.537,2668.274
2012-03-02,2640.007,2609.363,2609.236,2637.533
2012-03-05,2635.787,2610.839,2606.547,2611.23
2012-03-06,2626.28,2602.378,2600.741,2611.364
2012-03-07,2623.826,2615.403,2606.001,2607.072
2012-03-08,2645.186,2644.804,2608.255,2617.698
2012-03-09,2669.711,2644.258,2644.201,2641.705
2012-03-12,2656.879,2633.292,2634.097,2655.46
2012-03-13,2643.159,2634.421,2626.691,2633.753
2012-03-14,2634.903,2621.663,2623.08,2634.409
2012-03-15,2633.445,2605.227,2604.619,2622.977
2012-03-16,2642.601,2606.318,2600.065,2601.908
2012-03-19,2614.782,2612.037,2600.648,2609.564
2012-03-21,2626.794,2622.609,2605.022,2609.766
2012-03-22,2661.519,2650.473,2607.835,2621.091
2012-03-23,2657.152,2651.602,2638.861,2649.926
2012-03-26,2668.073,2667.494,2641.63,2652.292
2012-03-27,2670.923,2661.143,2652.51,2666.934
2012-03-28,2675.676,2676.218,2654.108,2664.725
2012-03-29,2692.545,2681.308,2673.446,2676.597
2012-03-30,2713.194,2681.948,2683.271,2681.171
2012-04-02,2730.282,2716.867,2681.645,2681.698
2012-04-03,2772.02,2768.291,2720.441,2722.413
2012-04-04,2851.922,2853.954,2769.442,2768.691
2012-04-05,2952.663,2951.627,2835.832,2854.67
2012-04-06,3054.511,3028.833,2960.947,2983.223
2012-04-10,3052.213,3050.319,2991.228,3034.357
2012-04-11,3058.934,3057.691,3046.242,3050.753
2012-04-12,3073.49,3072.61,3060.017,3058.35
2012-04-13,3083.431,3078.519,3050.102,3083.427
2012-04-16,3099.393,3078.408,3066.183,3095.456
2012-04-17,3109.762,3105.834,3078.004,3077.804
2012-04-18,3121.188,3121.721,3089.394,3099.255
2012-04-19,3156.598,3127.863,3096.2,3121.065
2012-04-20,3155.148,3150.411,3123.409,3156.488
2012-04-23,3182.927,3166.082,3108.823,3148.341
2012-04-24,3168.244,3130.63,3117.314,3168.347
2012-04-25,3167.305,3139.934,3120.647,3129.564
2012-04-26,3215.895,3210.495,3151.2,3148.197
2012-04-27,3222.752,3177.057,3168.042,3219.327
2012-04-30,3189.658,3164.773,3133.541,3177.821
